conversacion,plantilla,mensaje,botones,tipo,proposito,estado,activo,equipo,equipo_fuente,nivel_documentacion,en_uso_real,envios_historicos,entregados_historicos,tasa_respuesta_hist,n_envios_batches,primer_envio,ultimo_envio,auditoria
Copia de la conversación Inbound-especialistas,eliminaria,Sin documentar,Sin documentar,Utilidad,copia,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Encuesta User Persona,eliminaría?,Sin documentar,Sin documentar,Utilidad,Campaña de catalina - reciente,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,True,927,871,8.3,2,2026-06-23 20:47:39,2026-06-23 22:55:17,⚠️ Catálogo dice Inactivo pero SÍ tiene envíos reales — revisar y actualizar estado
Envío habilitar notificaciones,eliminaría,Sin documentar,Sin documentar,Utilidad,campaña para app,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,True,3656,3570,9.1,127,2026-01-02 19:00:07,2026-02-02 19:00:44,⚠️ Catálogo dice Inactivo pero SÍ tiene envíos reales — revisar y actualizar estado
Flujo cancelación de sesiones,Sin documentar,Sin documentar,Sin documentar,Marketing,No eliminar,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Flujo referido,Sin documentar,Sin documentar,Sin documentar,Utilidad,No eliminar,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Horario SDD,Sin documentar,Sin documentar,Sin documentar,Utilidad,No eliminar,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Horario Soporte,Sin documentar,Sin documentar,Sin documentar,Utilidad,No eliminar,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
IA - Inbound Testing,Sin documentar,Sin documentar,Sin documentar,Utilidad,No eliminar,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
ICP 24 horas antes,eliminaria,Sin documentar,Sin documentar,Utilidad,Push de viejo onboarding,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Navidad cupon clientes promo,eliminaria,Sin documentar,Sin documentar,Marketing,Una campaña de nnavidad,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Notificación de App envío sept,eliminaria,Sin documentar,Sin documentar,Utilidad,una campaña de app,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Notificación primera sesión,eliminaria,Sin documentar,Sin documentar,Utilidad,se habia generado para primera sesión pero no me permitió,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Pago fallido SIN AR dia 5,eliminaria,Sin documentar,Sin documentar,Utilidad,ya no lo utilizamos,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,True,224,70,8.7,17,2026-01-04 17:31:06,2026-06-12 17:30:52,⚠️ Catálogo dice Inactivo pero SÍ tiene envíos reales — revisar y actualizar estado
Propuesta flujo cancelación por mensajería,eliminaria,Sin documentar,Sin documentar,Utilidad,propuesta que no se subió nunca,Inactivo,False,Sin equipo documentado,Sin documentar,Parcial,False,0,0,,0,,,OK
Push Marketing descargar APP,eliminaria,Sin documentar,Sin documentar,Marketing,una campaña de app,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,True,500,192,4.6,23,2026-01-28 15:00:07,2026-01-30 15:00:33,⚠️ Catálogo dice Inactivo pero SÍ tiene envíos reales — revisar y actualizar estado
Push Retorno incompleto,eliminaria,Sin documentar,Sin documentar,Utilidad,se habia creado para postergacion y past due pero no se creó,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Push completar ICP,eliminaria,Sin documentar,Sin documentar,Utilidad,push de viejo onboarding,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Push etapa 5,eliminaria,Sin documentar,Sin documentar,Utilidad,push de viejo onboarding,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Push fin de postergación,Sin documentar,Sin documentar,Sin documentar,Utilidad,se habia creado para confirmar pago cuando cliente regrese de postergacion pero no se conectó,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Push retest vencido 1,eliminaría,Sin documentar,Sin documentar,Utilidad,un push de mariana que no usamos más - ahora este push está por la app,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Push retest vencido 2,eliminaría,Sin documentar,Sin documentar,Utilidad,un push de mariana que no usamos más - ahora este push está por la app,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Push retest vencido 3,eliminaría,Sin documentar,Sin documentar,Utilidad,un push de mariana que no usamos más - ahora este push está por la app,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Push video onboarding,eliminaría,Sin documentar,Sin documentar,Utilidad,"push de ver el video pero que se convirtió en marketing, lo apagamos y no volvimos a encender",Inactivo,False,Consultores,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Recordatorio SDD,eliminaria,Sin documentar,Sin documentar,Utilidad,se habia creado para SDD especificamente pero no se conectó,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Recordatorios 1 de marzo,eliminaria,Sin documentar,Sin documentar,Utilidad,Push de app,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,True,2453,2419,6.1,39,2026-02-27 21:45:07,2026-02-28 17:45:22,⚠️ Catálogo dice Inactivo pero SÍ tiene envíos reales — revisar y actualizar estado
Retomar onboarding,eliminaria,Sin documentar,Sin documentar,Utilidad,Push de viejo onboarding,Inactivo,False,Consultores,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
START IA,Sin documentar,Sin documentar,Sin documentar,Utilidad,NO ELIMINAR,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Saludo Glina,eliminaria,Sin documentar,Sin documentar,Utilidad,Este usaba glina para cancelaciones,Inactivo,False,Sin equipo documentado,Sin documentar,Parcial,False,0,0,,0,,,OK
Solicitud de Postergar pago,Sin documentar,Sin documentar,Sin documentar,Utilidad,se habia creado para confirmar la postergacion de pago pero no se conectó,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
Tus Apegos Invitación,eliminaria,Sin documentar,Sin documentar,Marketing,Este se creó para el evento con edith shiro,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
YO FEST - recordatorio 16 de junio,eliminaria,Sin documentar,Sin documentar,Utilidad,Este se creó para el yofest,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
YO FEST- CLIENTE ACTIVO,eliminaria,Sin documentar,Sin documentar,Utilidad,Este se creó para el yofest,Inactivo,False,ATC,Inferido por patrón de nombre (revisar),Parcial,False,0,0,,0,,,OK
